日期,时间,类别,名称,金额(?),数量,支付方式,渠道,备注
2020/11/19,18:10,晚餐,快餐,34.00,1次,微信,亮哥代付,
2020/11/11,18:13,晚餐,快餐,16.20,1次,微信,亮哥代付,
2020/11/10,18:29,晚餐,快餐,13.00,1次,微信,亮哥代付,
2020/11/10,09:58,房租,2020年11月 房租,1050.0,1次,微信,微信转账,总共2100.00，和老蒋平摊
2020/11/09,18:09,晚餐,快餐,14.00,1次,微信,亮哥代付,
2020/11/04,18:15,晚餐,快餐,17.00,1次,微信,亮哥代付,
2020/11/02,18:22,晚餐,快餐,20.00,1次,微信,亮哥代付,
2020/10/29,18:20,晚餐,快餐,19.00,1次,微信,亮哥代付,
2020/10/27,18:20,晚餐,快餐,13.50,1次,微信,亮哥代付,
