日期,时间,类别,名称,金额(?),数量,支付方式,渠道,备注
2020/11/30,18:12,晚餐,快餐,16.00,1次,微信,亮哥代付,
2020/11/26,18:19,晚餐,快餐,11.50,1次,微信,亮哥代付,
2020/11/25,18:10,晚餐,快餐,16.00,1次,微信,亮哥代付,
2020/11/23,18:12,晚餐,快餐,16.00,1次,微信,亮哥代付,
2020/11/23,12:33,物业水电,2020年10月 物业+水电,120.425,1次,微信,微信转账,总共240.85，和老蒋平摊
