日期,时间,类别,名称,金额(?),数量,支付方式,渠道,备注
2020/10/04,22:55,地铁,,5.00,1次,微信,乘车码小程序,
2020/10/04,12:42,,,14.08,,微信,,
2020/10/04,10:10,地铁,,5.00,1次,微信,乘车码小程序,
2020/10/04,08:54,单车,美团单车,1.20,1次,微信,美团APP,
2020/09/30,22:39,,,50.00,,微信,,
2020/09/30,22:19,,,100.00,,微信,,
2020/09/26,14:57,,,18.00,,微信-银行卡,,
2020/09/21,11:15,地铁,,3.00,1次,微信,乘车码小程序,
2020/09/21,08:16,,,25.00,,微信-银行卡,,
2020/09/19,20:10,,,37.00,,微信-银行卡,,
2020/09/19,18:52,,,10.00,,微信-银行卡,,
