日期,时间,类别,名称,金额(?),数量,支付方式,渠道,备注
2020/12/22,10:57,,转账给阿姐,500,1次,微信-银行卡,微信,
2020/12/19,21:42,地铁,布吉-上沙,5,1次,微信,乘车码小程序,
2020/12/19,17:16,地铁,上沙-布吉,5,1次,微信,乘车码小程序,
2020/12/10,18:10,晚餐,鸡蛋炒刀削,19,1次,微信,公司附近兰州拉面门店,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
