日期,时间,类别,名称,金额(?),数量,支付方式,渠道,备注
2020/09/15,18:19,晚餐,快餐,17.80,1次,微信,亮哥代付,
2020/09/14,17:58,房租,2020年9月 房租,1050.0,1次,微信,微信转账,总共2100.00，和老蒋平摊
2020/09/09,18:55,晚餐,快餐,17.50,1次,微信,亮哥代付,
2020/09/08,18:32,晚餐,快餐,12.40,1次,微信,亮哥代付,
2020/09/02,18:38,晚餐,快餐,15.50,1次,微信,亮哥代付,
2020/08/31,19:18,晚餐,快餐,14.00,1次,微信,亮哥代付,
