日期,时间,类别,名称,金额(?),数量,支付方式,渠道,备注
2020/08/05,18:22,晚餐,快餐,12.00,1次,微信,同事代付,
2020/08/03,18:16,晚餐,快餐,23.00,1次,微信,同事代付,
2020/07/29,18:29,晚餐,快餐,21.00,1次,微信,同事代付,
2020/07/28,18:19,晚餐,快餐,20.00,1次,微信,同事代付,
2020/07/27,18:58,晚餐,快餐,17.00,1次,微信,同事代付,
